Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2023 Jaguar F-TYPE R,"$115,700 ", All-wheel Drive ,Gasoline ,Automatic,Intercooled Supercharger Premium Unleaded V-8 5.0 L/305, 5 mi. 
2013 Hyundai Veloster Base,"$7,512 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC," 144,918 mi. "
2021 Jeep Wrangler Rubicon,"$42,500 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 19,230 mi. "
2023 Lexus LX 600 Premium,"$103,735 ", 4WD ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2023 Volkswagen Atlas 2.0T SE w/Technology,"$43,975 ", FWD ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 5 mi. 
2017 Chevrolet Camaro 2SS,"$31,503 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,6.2L V8 16V GDI OHV," 86,401 mi. "
2021 Buick Envision Preferred,"$29,900 ", Front-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 9,352 mi. "
2022 BMW X6 xDrive40i,"$69,790 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 27,238 mi. "
2019 Land Rover Range Rover 5.0L V8 Supercharged,"$64,990 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged," 45,826 mi. "
2023 RAM 1500 Laramie,"$68,750 ", Four-wheel Drive ,Gasoline ,Automatic,"HEMI 5.7L V-8 variable valve control, engine with cylinder deact", 111 mi. 
2020 Audi A6 Premium,"$29,718 ", All-wheel Drive ,Hybrid ,Automatic,Intercooled Turbo Gas/Electric I-4 2.0 L/121," 63,940 mi. "
2022 BMW 750 i xDrive,"$74,997 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 21,902 mi. "
2015 Honda CR-V EX,"$17,995 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.4L I4 16V GDI DOHC," 97,850 mi. "
2023 Ford F-250 XL,"$51,855 ", 4WD ,Gasoline ,Automatic,6.8L V8 16V MPFI SOHC, 185 mi. 
2023 Jeep Renegade Latitude,"$30,872 ", Four-wheel Drive ,Gasoline ,Automatic,1.3L I4 16V GDI SOHC Turbo, 0 mi. 
2023 Jeep Grand Cherokee L Summit,"$72,125 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 1 mi. 
2023 GMC Sierra 1500 Denali,"$75,975 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV, 2 mi. 
2023 Ford Bronco Outer Banks,"$61,945 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 0 mi. 
2023 Volvo XC60 Recharge Plug-In Hybrid T8 Ultimate Bright Theme,"$71,250 ", All-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 5 mi. 
2022 Mercedes-Benz Sprinter 2500 Standard Roof,"$202,803 ", Four-wheel Drive ,Diesel ,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 1 mi. 
2022 RAM 1500 Limited,"$69,795 ", Four-wheel Drive ,Diesel ,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 22 mi. 
2022 Jeep Gladiator Sport,"$47,879 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 164 mi. 
2023 GMC Yukon SLT,"$77,430 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV, 8 mi. 
2023 Ford F-350 XLT,"$83,052 ", Four-wheel Drive ,Gasoline ,Automatic,7.3L V8 16V MPFI OHV, 1 mi. 
2023 Toyota Sienna LE,Not Priced, Front-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 5,047 mi. "
2024 Mazda CX-90 S Premium Plus,"$61,970 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.3L, 4 mi. 
2023 Honda Pilot EX-L 8-Passenger,"$45,395 ", AWD ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC, 10 mi. 
2023 Jeep Compass Latitude,"$32,885 ", Four-wheel Drive ,Gasoline ,NEW TRANSMISSION,2.0L I4 16V GDI DOHC Turbo, 2 mi. 
2023 Jeep Grand Wagoneer Series II,"$98,135 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo, – 
2023 Subaru Legacy Premium,"$29,713 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC, 3 mi. 
2023 Subaru Solterra Limited,"$50,115 ", All-wheel Drive ,1-Speed Automatic,Electric, JTMABABAXPA014597 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 Dodge Durango Citadel,"$50,845 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 0 mi. 
2023 Dodge Durango R/T,"$63,320 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV, 0 mi. 
2023 Land Rover Range Rover Sport First Edition,"$159,900 ", Four-wheel Drive ,Gasoline ,Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 47 mi. 
2023 Chevrolet Silverado 3500 LTZ,Not Priced, Four-wheel Drive ,Gasoline ,6-Speed Automatic,6.6L V8 16V GDI OHV, 7 mi. 
2023 Mercedes-Benz GLA 250 Base 4MATIC,"$49,370 ", All-wheel Drive ,Gasoline ,8-Speed,2.0L I4 16V GDI DOHC Turbo," 1,940 mi. "
2023 RAM 2500 Laramie,"$95,224 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel, 0 mi. 
2023 Audi e-tron Premium Plus,"$83,130 ", All-wheel Drive ,1-Speed Automatic,Electric, WA1LAAGE6PB025415 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2022 RAM 3500 Laramie,"$73,174 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel, 12 mi. 
2023 Ford F-150 Tremor,"$64,475 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, – 
2023 Mercedes-Benz S-Class S 500 4MATIC,"$123,185 ", All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 1 mi. 
2023 Jeep Grand Cherokee Limited,Not Priced, Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 0 mi. 
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus 6 Passenger,"$77,260 ", All-wheel Drive ,Hybrid ,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid, 9 mi. 
2023 Kia Sorento SX,"$43,000 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo, 9 mi. 
2022 Ford F-250 Lariat,"$130,645 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel, 5 mi. 
2023 Lexus LX 600 Premium,"$105,415 ", Four-wheel Drive ,Gasoline ,NOT SPECIFIED,3.5L V6 24V PDI DOHC Twin Turbo, – 
2023 RAM 2500 Power Wagon Rebel,"$80,505 ", 4WD ,Gasoline ,Automatic,6.4L V8 16V MPFI OHV, 0 mi. 
2022 Toyota RAV4 Hybrid XLE Premium,"$37,607 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 6,200 mi. "
2023 Lexus ES 300h Ultra Luxury,"$57,115 ", Front-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 0 mi. 
2023 Ford F-250 XLT,"$82,140 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel, 0 mi. 
2023 Land Rover Defender 110 S,"$88,435 ", Four-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 551 mi. 
2023 Toyota Tundra SR,"$41,283 ", Rear-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 0 mi. 
2022 Mazda CX-5 2.5 Turbo,"$36,898 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo," 4,947 mi. "
2022 RAM 2500 Limited,"$89,875 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel, 24 mi. 
2024 Mazda CX-90 3.3 Turbo Premium Plus,"$54,920 ", – ,Gasoline ,Automatic,I6 Turbo, 10 mi. 
2023 Lexus GX 460 Base,"$60,460 ", Four-wheel Drive ,Gasoline ,Automatic,4.6L V8 32V MPFI DOHC," 3,765 mi. "
2023 Volkswagen Atlas 3.6L SE w/Technology,"$46,529 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC, 0 mi. 
2023 Honda Civic EX,"$28,000 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 2 mi. 
2023 Toyota RAV4 LE,"$29,619 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC, 10 mi. 
2023 Toyota 4Runner TRD Off Road Premium,"$48,921 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC, 2 mi. 
2023 Lexus RX 350h Luxury,"$65,550 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid, 2 mi. 
2024 BMW X5 XDRIVE50E,"$85,895 ", All-wheel Drive ,Gasoline ,Automatic,3.0L, 5 mi. 
2023 Mercedes-Benz Sprinter 2500 Standard Roof,"$62,785 ", Rear-wheel Drive ,Diesel ,Automatic,2.0L I4 16V DDI DOHC Turbo Diesel, 4 mi. 
2023 Nissan Rogue SV,"$34,998 ", All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I3 12V GDI DOHC Turbo, 2 mi. 
2023 BMW M440 i,"$74,745 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic with Steptronic,3.0L I6 24V GDI DOHC Turbo, 0 mi. 
2023 Toyota Tundra Platinum,"$69,057 ", 4WD ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 3 mi. 
2023 Chevrolet Equinox RS,"$33,895 ", AWD ,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Dodge Challenger SXT,"$34,425 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 0 mi. 
2022 Ford F-150 XLT,"$55,956 ", Four-wheel Drive ,Gasoline ,Automatic,5.0L V8 32V PDI DOHC, 10 mi. 
2023 Land Rover Range Rover P530 SE,"$145,125 ", All-wheel Drive ,Gasoline ,Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 417 mi. 
2023 Jeep Wrangler Rubicon,"$70,995 ", Four-wheel Drive ,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 16 mi. 
2023 Mazda MX-5 Miata Grand Touring,"$34,798 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,2.0L I4 16V, 3 mi. 
2023 Nissan Sentra SR,"$25,735 ", Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L, 20 mi. 
2023 GMC Canyon Elevation,"$43,120 ", Rear-wheel Drive ,Gasoline ,Automatic,2.7L I4 16V GDI DOHC Turbo, 4 mi. 
2023 Mercedes-Benz AMG C 43 Base 4MATIC,"$69,744 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V PDI DOHC Turbo, 7 mi. 
2023 Toyota Highlander XLE,"$48,262 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.4L I4 16V PDI DOHC Turbo, 8 mi. 
2023 Cadillac LYRIQ Luxury,"$62,965 ", Rear-wheel Drive ,1-Speed Automatic,Electric, 1GYKPMRK4PZ002737 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 Mercedes-Benz AMG GLE 63 S,Not Priced, All-wheel Drive ,Gasoline ,Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 23 mi. 
2023 Toyota Tundra Hybrid TRD Pro,"$71,821 ", Four-wheel Drive ,Hybrid ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid, 10 mi. 
2023 GMC Sierra 2500 AT4,"$85,810 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel, 3 mi. 
2023 Honda Pilot Touring,"$50,640 ", All-wheel Drive ,Gasoline ,Automatic,Premium Unleaded V-6 3.5 L/212, 10 mi. 
2023 Nissan Pathfinder Platinum,"$49,665 ", Front-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 5 mi. 
2023 Mercedes-Benz E-Class E 350 4MATIC,"$67,880 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 8 mi. 
2022 RAM 1500 Rebel,"$63,755 ", Four-wheel Drive ,Gasoline ,Automatic,5.7L V8 16V MPFI OHV," 2,053 mi. "
2023 Mercedes-Benz AMG GT 63 4-Door,"$175,020 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 15 mi. 
2023 Mercedes-Benz E-Class E 450 4MATIC,"$92,745 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo, 6 mi. 
2023 Mercedes-Benz GLC 300 4MATIC Coupe,"$61,460 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 4 mi. 
2023 Jeep Grand Cherokee L Limited,"$48,020 ", Four-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC, 10 mi. 
2023 Ford Bronco ,"$57,895 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 5 mi. 
2023 Dodge Hornet GT,"$33,580 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, – 
2023 Lexus LS 500 Base,"$91,305 ", Rear-wheel Drive ,Gasoline ,Automatic,3.4L V6 24V PDI DOHC Twin Turbo, 2 mi. 
2023 Mercedes-Benz AMG GLC 43 4MATIC Coupe,"$81,820 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 5 mi. 
2023 Audi A4 45 S line quattro Premium,"$51,585 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 13 mi. 
2023 Bentley Continental GT Base,"$363,285 ", All-wheel Drive ,Gasoline ,8-Speed,4.0L V8 32V GDI DOHC Twin Turbo, 31 mi. 
2021 GMC Canyon AT4 w/Leather,"$42,835 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC, 2 mi. 
2023 Jeep Grand Wagoneer Series II,"$103,230 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo, 0 mi. 
2023 Toyota Tundra Platinum,"$65,825 ", Rear-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 1 mi. 
2023 Honda CR-V Hybrid Sport Touring,"$40,395 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid, 0 mi. 
2023 Chevrolet Traverse Premier,"$51,590 ", All-wheel Drive ,Gasoline ,–,3.6L V6 24V GDI DOHC, 125 mi. 
2023 Honda Pilot LX,"$39,395 ", All-wheel Drive ,Gasoline ,Automatic,3.5L, 6 mi. 
2023 Chevrolet Blazer 2LT,"$36,990 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Subaru Ascent Touring 7-Passenger,"$51,184 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo, 4 mi. 
2023 Acura TLX Type S w/Performance Tire,"$58,145 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Turbo, 5 mi. 
2023 Dodge Challenger R/T Scat Pack,"$58,785 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV, 8 mi. 
2023 Land Rover Range Rover P530 SE SWB,"$165,975 ", All-wheel Drive ,Gasoline ,Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 9 mi. 
2023 Hyundai IONIQ 5 SEL,"$54,737 ", All-wheel Drive ,1-Speed Automatic,Electric, KM8KNDAF8PU169377 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 Lexus LX 600 F SPORT,"$107,520 ", 4WD ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 0 mi. 
2023 Ford Expedition Platinum,"$86,325 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 12 mi. 
2023 GMC Sierra 1500 AT4,"$71,575 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel, – 
2024 Mazda CX-90 3.3 Turbo Premium,"$50,900 ", All-wheel Drive ,Gasoline ,Automatic,3.3L I6, 0 mi. 
2023 Nissan Sentra SR,"$24,380 ", Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L, 4 mi. 
2023 RAM 1500 Classic Tradesman,"$36,320 ", Rear-wheel Drive ,Gasoline ,Automatic,5.7L V8 16V MPFI OHV, 0 mi. 
2022 Nissan Frontier PRO-4X,"$44,490 ", Four-wheel Drive ,Gasoline ,9-Speed Automatic,3.8L V6 24V GDI DOHC, 0 mi. 
2022 Hyundai Tucson Hybrid SEL Convenience,"$32,990 ", All-wheel Drive ,Hybrid ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid," 39,184 mi. "
2012 Mercedes-Benz C-Class Sport 4MATIC,"$10,500 ", All-wheel Drive ,Gasoline ,Automatic,"3L V-6 gasoline direct injection, DOHC, variable valve control,"," 119,140 mi. "
2022 Mazda Mazda3 2.5S FWD,"$21,999 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC," 17,833 mi. "
2018 Acura ILX Special Edition,"$21,394 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC," 33,607 mi. "
2023 Mercedes-Benz EQE 350 Base 4MATIC,"$90,051 ", All-wheel Drive ,1-Speed Automatic,Electric, 4JGGM1CB2PA004993 ,"

Heated SeatsNavigation System

"
2023 Chevrolet Trailblazer LT,"$26,975 ", Front-wheel Drive ,Gasoline ,Automatic,"ECOTEC 1.3L I-3 gasoline direct injection, DOHC, variable valve", 5 mi. 
2021 Kia Sedona EX,"$28,223 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.3L V6 24V GDI DOHC," 40,463 mi. "
2020 Toyota 4Runner TRD Pro,"$58,998 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC," 21,843 mi. "
2023 Chevrolet Colorado LT,"$44,720 ", Four-wheel Drive ,Gasoline ,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control", 5 mi. 
2019 Audi RS 5 2.9T,"$61,491 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo," 16,102 mi. "
2023 Cadillac XT5 Sport,"$60,560 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC," 2,373 mi. "
2015 Dodge Grand Caravan AVP/SE,"$13,480 ", Front-wheel Drive ,– ,Automatic,3.6L V6 24V MPFI DOHC," 77,847 mi. "
2017 Tesla Model X 100D,"$51,900 ", All-wheel Drive ,1-Speed Automatic,Electric, 5YJXCAE23HF075813 ,"

Heated SeatsNavigation SystemPower LiftgateRemote Start

"
2022 Hyundai Tucson SEL,"$29,940 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC, 0 mi. 
2014 Toyota Tacoma Base,"$23,807 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC," 81,565 mi. "
2022 Jeep Cherokee Latitude Lux,"$37,606 ", Four-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 15 mi. 
2016 Dodge Dart SXT,"$14,595 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.4L I4 16V MPFI SOHC," 30,052 mi. "
2020 Honda Pilot EX-L,"$32,000 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC," 18,386 mi. "
2023 Mercedes-Benz GLC 300 4MATIC Coupe,"$63,225 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 1 mi. 
2020 Volvo XC60 T5 Momentum,"$36,999 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 44,553 mi. "
2023 Acura MDX Advance,"$64,000 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC, 159 mi. 
2023 Cadillac XT5 Luxury,"$48,590 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 1,820 mi. "
2023 Lexus ES 350 F SPORT Handling,"$56,935 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC, 0 mi. 
2021 Hyundai Accent SE,"$16,974 ", Front-wheel Drive ,Gasoline ,IVT,1.6L I4 16V PDI DOHC," 38,148 mi. "
2023 Bentley Continental GT Speed,"$344,605 ", AWD ,Gasoline ,8-Speed,6.0L W12 48V PDI DOHC Twin Turbo, 23 mi. 
2017 Jeep Wrangler Big Bear,"$24,990 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC," 39,243 mi. "
2023 Lexus RX 350 Luxury,"$63,805 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic with Overdrive,2.4L I4 16V PDI DOHC Turbo, 10 mi. 
2023 Chevrolet Camaro 1SS,"$46,468 ", Rear-wheel Drive ,Gasoline ,Manual,"6.2L V-8 gasoline direct injection, variable valve control, engi", 3 mi. 
2023 Kia Sportage Hybrid EX,"$33,085 ", All-wheel Drive ,Hybrid ,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid, 0 mi. 
2019 BMW X5 xDrive40i,"$44,583 ", All-wheel Drive ,Gasoline ,Automatic,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va"," 36,761 mi. "
2021 Subaru Crosstrek Limited,"$26,995 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC," 54,210 mi. "
2016 BMW X6 sDrive35i,"$16,900 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 121,799 mi. "
2023 Jeep Grand Wagoneer Series III,"$114,825 ", 4WD ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Twin Turbo, 10 mi. 
2023 Jeep Wrangler Sport,"$47,005 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 14 mi. 
2023 Honda Civic Sport,"$28,976 ", Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V GDI DOHC, 9 mi. 
2023 Honda Accord Hybrid Sport,"$32,440 ", Front-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid, – 
2022 Ford F-250 XL,"$47,895 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,7.3L V8 16V MPFI OHV," 39,842 mi. "
2023 GMC Canyon Elevation,"$41,185 ", Rear-wheel Drive ,Gasoline ,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control", 0 mi. 
2020 Kia Telluride S,"$23,995 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC," 104,064 mi. "
2023 Acura MDX Type S w/Advance Package,"$74,995 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Turbo, 20 mi. 
2017 GMC Yukon Denali,"$35,499 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV," 93,046 mi. "
2023 Ford F-150 Raptor,"$93,240 ", Four-wheel Drive ,Gasoline ,Electronically Controlled Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 0 mi. 
2023 Chevrolet Malibu 1LS,"$24,272 ", Front-wheel Drive ,Gasoline ,Automatic,1.5L I4 16V GDI DOHC Turbo, 10 mi. 
2014 Tesla Model S Performance,"$33,988 ", Rear-wheel Drive ,1-Speed Automatic,Electric, 5YJSA1H12EFP32826 ,"

Bluetooth

"
2023 Ford Expedition XLT,"$65,986 ", Rear-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 1,737 mi. "
2023 Ford Bronco Badlands,"$58,110 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 231 mi. 
2020 Lincoln Corsair Standard,"$29,560 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 28,435 mi. "
2023 Honda CR-V Hybrid Sport,"$34,245 ", FWD ,Hybrid ,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid, – 
2023 Honda Pilot Elite,"$55,431 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC, 2 mi. 
2016 Kia Forte LX,"$9,555 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,1.8L I4 16V MPFI DOHC," 109,168 mi. "
2016 MINI Clubman Cooper S,"$18,888 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 44,762 mi. "
2022 Mitsubishi Outlander Sport 2.0 SE,"$22,119 ", Four-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC," 16,973 mi. "
2019 Toyota Avalon Limited,"$23,182 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 120,009 mi. "
2021 Mitsubishi Outlander Sport 2.0 SE,"$20,925 ", Four-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC," 47,130 mi. "
2020 Mercedes-Benz GLE 580 AWD 4MATIC,"$65,995 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo," 40,715 mi. "
2017 Ford Shelby GT350 Base,"$59,891 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,5.2L V8 32V MPFI DOHC," 14,855 mi. "
2023 Hyundai Kona N Base,"$34,585 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2022 Volkswagen Atlas 2.0T SEL,"$36,971 ", All-wheel Drive ,Gasoline ,8-Speed Automatic with Tiptronic,2.0L I4 16V GDI DOHC Turbo," 35,519 mi. "
