Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2014 Subaru Outback 2.5i Limited,11933,All-wheel Drive,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,115105
2020 Toyota Prius Prime XLE,27990,Front-wheel Drive,Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,41294
2020 Cadillac CT5 V-Series,49988,Rear-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,7566
2023 Chevrolet Silverado 1500 LT,47860,Four-wheel Drive,Gasoline,,2.7L I4 16V GDI DOHC Turbo,0
2019 Audi A8 L 55,48449,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,39779
2020 Audi Q8 55 Prestige,49995,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,70155
2017 Lexus LX 570 Base,57810,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 32V MPFI DOHC,65537
2023 Ford Expedition Limited,82195,Four-wheel Drive,Gasoline,Automatic,EcoBoost 3.5L V-6 portdirect injection DOHC variable valve co,5
2023 Jeep Grand Cherokee L Laredo,44995,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1277
2015 Chevrolet Camaro 2LT,16285,Rear-wheel Drive,E85 Flex Fuel,6-Speed Automatic,3.6L V6 24V GDI DOHC Flexible Fuel,115220
2021 Porsche 911 Turbo S,238995,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,3.8L H6 24V GDI DOHC Twin Turbo,4803
2020 BMW Z4 sDrive30i,39995,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,36309
2018 Honda Accord EX,23555,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,38851
1995 Ford F-150 XL,17000,Rear-wheel Drive,Gasoline,Automatic,5L V-8 engine with 205HP,156023
2014 Porsche 911 Carrera 4S,88945,All-wheel Drive,Gasoline,7-Speed,3.8L H6 24V GDI DOHC,14249
2023 Ford F-150 XL,48998,Four-wheel Drive,Gasoline,Automatic,5L V-8 portdirect injection DOHC variable valve control engi,5
2016 Nissan Pathfinder S,13991,Front-wheel Drive,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,72886
2018 Kia Optima LX,13799,Front-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,102375
2017 RAM 3500 Tradesman,39950,Four-wheel Drive,Gasoline,6-Speed Automatic,6.4L V8 16V MPFI OHV,39303
2022 BMW X4 M40i,55806,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,15892
2023 Toyota RAV4 LE,31269,All-wheel Drive,Gasoline,,2.5L I4 16V PDI DOHC,0
2015 Ford F-150 XLT,23996,Four-wheel Drive,E85 Flex Fuel,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,128190
2020 RAM 1500 Big Horn,34785,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,32510
2019 Toyota Tundra SR5,33973,Rear-wheel Drive,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,65983
2019 Porsche Macan 2.0L AWD NAV PANO,46591,All-wheel Drive,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L121,23481
2023 Cadillac CT5-V V-Series Blackwing,160475,Rear-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV Supercharged,716
2022 Ford Mustang Mach 1,57999,Rear-wheel Drive,Gasoline,,5.0L V8 32V PDI DOHC,11750
2014 Chevrolet Express 1500 LS,23799,Rear-wheel Drive,E85 Flex Fuel,4-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,40575
2022 Dodge Challenger RT,48835,Rear-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,12
2023 Kia Telluride S,40380,All-wheel Drive,Gasoline,Automatic,3.8L V6 24V GDI DOHC,16
2021 Volkswagen Jetta GLI 2.0T S,27751,Front-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,10112
2022 Ford Escape PHEV SEL,45154,Front-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,2410
2015 Ford F-350 XL,29999,Four-wheel Drive,E85 Flex Fuel,6-Speed Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel,28282
2023 Ford Mustang Mach 1,59780,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,9
2020 RAM 2500 Big Horn,52984,Four-wheel Drive,Diesel,Automatic,6.7L I6 24V DDI OHV Turbo Diesel,20476
2023 Jeep Wrangler Sport,38265,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,9
2024 Chevrolet Trax ACTIV,25685,Front-wheel Drive,Gasoline,6-Speed Automatic,1.2L I3 12V GDI DOHC Turbo,13
2014 Land Rover Range Rover 5.0L Supercharged,33995,Four-wheel Drive,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,68393
2022 Ford Maverick Lariat,41000,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,17784
2012 Toyota Corolla LE,11888,Front-wheel Drive,Gasoline,4-Speed Automatic,1.8L I4 16V MPFI DOHC,81025
2023 Land Rover Range Rover Autobiography,209948,All-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,212
2022 Volkswagen Atlas Cross Sport 2.0T SE wTechnology,35500,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3970
2023 BMW 760 760i xDrive,120640,All-wheel Drive,Hybrid,Automatic,Twin Turbo GasElectric V-8 4.4 L268,0
2016 Chevrolet Equinox LT,14796,Front-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,78685
2022 Porsche Cayenne Turbo GT,192000,All-wheel Drive,Gasoline,8-Speed Automatic with Tiptronic,4.0L V8,3724
2002 Ford Thunderbird Base,12500,Rear-wheel Drive,Gasoline,Automatic,Gas V8 3.9L238,91990
2023 Ford Mustang,34890,Rear-wheel Drive,Gasoline,Manual,2.3L I4 16V GDI DOHC Turbo,15
2007 Ford Mustang Shelby GT,29999,Rear-wheel Drive,Gasoline,5-Speed Manual,4.6L V8 24V MPFI SOHC,8907
2015 GMC Yukon Denali,26000,Rear-wheel Drive,Gasoline,6-Speed Automatic Electronic with Overdrive,EcoTec3 6.2L V-8 gasoline direct injection variable valve contr,143080
2021 Ford Bronco Big Bend,49999,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,468
2020 Ford Shelby GT500 Base,85889,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,5.2L V8 32V MPFI DOHC Supercharged,5768
2015 BMW X5 xDrive35i,20850,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,76985
2015 Toyota 4Runner SR5 Premium,24521,Four-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 4.0 L241,146493
2016 Jeep Wrangler Rubicon,38658,Four-wheel Drive,Gasoline,Automatic,Pentastar 3.6L V-6 DOHC variable valve control engine with 285,36073
2011 Toyota Highlander SE,12998,All-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,171399
2020 BMW M850 Gran Coupe i xDrive,73998,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,16320
2013 Volkswagen GTI 2-Door,12794,Front-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,106085
2018 Ford Shelby GT350 Base,59991,Rear-wheel Drive,Gasoline,6-Speed Manual,5.2L V8 32V MPFI DOHC,11203
2023 GMC Sierra 1500 Elevation,61495,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,
2018 Alfa Romeo Giulia Quadrifoglio,50847,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,4410
2015 Land Rover Range Rover 5.0L Supercharged Autobiography,43047,Four-wheel Drive,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,68185
2019 Mercedes-Benz AMG GLA 45 Base 4MATIC,46850,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,28353
2019 Chevrolet Tahoe LT,42344,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,53154
2018 GMC Terrain SLE,22799,Front-wheel Drive,Gasoline,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,32293
2024 Chevrolet Silverado 3500 LT,62300,Four-wheel Drive,Gasoline,Automatic,6.6L V-8 gasoline direct injection variable valve control engi,0
2023 Dodge Charger GT,47295,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1
2020 BMW M2 Competition,58189,Rear-wheel Drive,Gasoline,6-Speed Manual,3.0L I6 24V GDI DOHC Twin Turbo,19947
2023 Cadillac Escalade V-Series,155040,Four-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,6.2L V8 16V GDI OHV Supercharged,5
2017 Lexus GX 460 Base,35130,Four-wheel Drive,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,64519
2024 Chevrolet Silverado 3500 LTZ,79675,Four-wheel Drive,Diesel,,6.6L V8 32V DDI OHV Turbo Diesel,0
2023 Chevrolet Colorado LT,44780,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,5
2022 Ford Maverick Lariat,40611,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,7721
2022 Acura ILX Base,28454,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,7959
2018 Chevrolet Suburban Premier,37398,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,98314
2023 Honda Ridgeline Sport,,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,2
2011 Honda CR-V EX-L,10839,Four-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,124038
2023 Ford Expedition Max XLT,71980,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,2
2023 INFINITI QX80 SENSORY,84498,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,5
2015 Ford Mustang EcoBoost,19998,Rear-wheel Drive,Gasoline,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,69993
2023 Lexus RX 350h Luxury,66015,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,11
2018 Lexus GX 460 Base,38000,Four-wheel Drive,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,29601
2010 Honda Civic LX,9495,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,70693
2023 Ford Bronco Wildtrak,66000,Four-wheel Drive,Gasoline,Automatic,EcoBoost 2.7L V-6 portdirect injection DOHC Ti-VCT variable v,3633
2006 Dodge Viper SRT-10,64876,Rear-wheel Drive,Gasoline,6-Speed Manual,8.3L V10 20V MPFI OHV,34300
2023 Kia Telluride SX X-Pro,55675,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5
2010 Honda Accord EX,7199,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,159410
2012 GMC Terrain SLE-1,10898,Front-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,103222
2023 Ford Bronco,49380,Four-wheel Drive,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,5
2023 Jeep Gladiator Sport,38460,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,65
2017 GMC Yukon SLT,29952,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,101606
2023 GMC Terrain SLT,41060,Front-wheel Drive,Gasoline,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,21
2018 Lexus RX 350 350,32900,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,74335
2017 Honda Pilot Touring,27839,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,60403
2023 Genesis G90 3.5T,90070,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,58
2016 FIAT 500 Pop,9799,Front-wheel Drive,Gasoline,5-Speed Manual,1.4L I4 16V MPFI SOHC,45881
2023 Dodge Challenger GT,48045,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2
2017 Toyota Camry SE,16999,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,97426
2023 Ford Bronco Black Diamond,,Four-wheel Drive,Gasoline,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,0
2012 Honda Ridgeline Sport,13984,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,130726
2013 Toyota FJ Cruiser Base,31795,Four-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,99759
2008 Ford F-250 Harley-Davidson,25990,Four-wheel Drive,Diesel,5-Speed Automatic with Overdrive,6.4L V8 32V DDI OHV Twin Turbo Diesel,126986
2018 Mercedes-Benz E-Class E 300,28997,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46479
2020 Honda Civic Sport,23237,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V MPFI DOHC,32656
2023 Honda Accord Hybrid Sport,32990,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,
2024 Lexus NX 350h NX 350h Luxury,53380,All-wheel Drive,Hybrid Fuel,Variable,GasElectric I-4 2.5 L152,0
2021 Chevrolet Colorado WT,29700,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,39927
2023 GMC Sierra 1500 Elevation,56695,Four-wheel Drive,Gasoline,Automatic,2.7L I-4 gasoline direct injection DOHC variable valve control,9
2019 Chevrolet Silverado 2500 High Country,58788,Four-wheel Drive,Diesel,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,42124
2017 Volvo XC90 Hybrid T8 Inscription,36799,All-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,70438
2010 MINI Cooper,9295,Front-wheel Drive,Gasoline,6-Speed Automatic,1.6L I4 16V MPFI DOHC,50308
2016 Chevrolet Camaro 2SS,35550,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,52409
2011 Nissan 370Z Base,16999,Rear-wheel Drive,Gasoline,Manual,VQ 3.7L V-6 DOHC variable valve control engine with 332HP,102123
2010 Jeep Liberty Sport,7176,Four-wheel Drive,Gasoline,4-Speed Automatic,3.7L V6 12V MPFI SOHC,125165
2022 GMC Canyon Elevation,39775,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,3004
2016 GMC Yukon Denali,28099,Four-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,131287
2019 Dodge Durango RT,33700,All-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,56658
2022 Jeep Wrangler Unlimited 4xe Rubicon,63168,Four-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,22
2020 Chevrolet Silverado 1500 LT Trail Boss,47319,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,30248
2002 Ford Thunderbird Base,12500,Rear-wheel Drive,Gasoline,Automatic,Gas V8 3.9L238,91990
2023 Ford Mustang,34890,Rear-wheel Drive,Gasoline,Manual,2.3L I4 16V GDI DOHC Turbo,15
2007 Ford Mustang Shelby GT,29999,Rear-wheel Drive,Gasoline,5-Speed Manual,4.6L V8 24V MPFI SOHC,8907
2015 GMC Yukon Denali,26000,Rear-wheel Drive,Gasoline,6-Speed Automatic Electronic with Overdrive,EcoTec3 6.2L V-8 gasoline direct injection variable valve contr,143080
2021 Ford Bronco Big Bend,49999,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,468
2020 Ford Shelby GT500 Base,85889,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,5.2L V8 32V MPFI DOHC Supercharged,5768
2023 Jeep Wrangler Willys,44975,Four-wheel Drive,Gasoline,Automatic,2L I-4 gasoline direct injection DOHC intercooled turbo engin,0
2005 Ford Mustang GT,19925,Rear-wheel Drive,Gasoline,5-Speed,4.6L V8 24V MPFI SOHC,45507
2022 Mazda CX-5 2.5 S Premium Plus Package,30987,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,10001
2024 Maserati GranTurismo MODENA,193865,NoInfo,Gasoline,8-Speed Automatic,3.0L V6 Twin Turbo,15
2024 GMC Sierra 2500 Denali,89050,Four-wheel Drive,Diesel,Automatic,Duramax 6.6L V-8 diesel direct injection intercooled turbo die,20
2023 Honda Accord Hybrid Base,32440,Front-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,0
2016 Ford Explorer Platinum,22271,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,101570
2018 Toyota Tacoma SR5,27414,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,88175
2020 BMW M850 Gran Coupe i xDrive,73998,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,16320
2018 Ford Shelby GT350 Base,59991,Rear-wheel Drive,Gasoline,6-Speed Manual,5.2L V8 32V MPFI DOHC,11203
2023 GMC Sierra 1500 Elevation,61495,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,
2018 Alfa Romeo Giulia Quadrifoglio,50847,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,4410
2024 Subaru Crosstrek Premium,30674,All-wheel Drive,Gasoline,Automatic CVT,NoInfo,0
2022 Chevrolet Corvette Stingray w3LT,85990,Rear-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,7440
2014 Ford Fusion Hybrid S,13838,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,93480
2022 Volkswagen ID.4 Pro S,46905,Rear-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2012 Volkswagen CC Sport,10650,Front-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,86350
2018 BMW X2 xDrive28i,26996,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,39007
2015 Mercedes-Benz S-Class S 550 4MATIC,33593,All-wheel Drive,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,75810
2023 Mazda CX-5 2.5 Turbo,37821,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,78
2022 Ford Transit-350 Base,56680,Rear-wheel Drive,Automatic,Electric Motor,NoInfo,
2023 Jeep Grand Cherokee L Summit,76075,Four-wheel Drive,Gasoline,Automatic,HEMI 5.7L V-8 VVT variable valve control engine with cylinder d,14
2023 Toyota RAV4 Hybrid XSE,48268,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,1
2021 Subaru WRX STI Limited wWing,39999,All-wheel Drive,Gasoline,6-Speed Manual,2.5L H4 16V MPFI DOHC Turbo,34850
2023 Bentley Bentayga,261080,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,24
2022 Tesla Model X Plaid,98880,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
1966 Ford Mustang,29966,NoInfo,,,NoInfo,57623
2019 Lexus RX 350 F Sport,46070,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,7348
2024 BMW X5 xDrive40i,72255,All-wheel Drive,Gasoline,8-Speed Automatic with Steptronic,3.0L I6 24V GDI DOHC Turbo,0
2014 Jeep Wrangler Sport,16232,Four-wheel Drive,Gasoline,6-Speed Manual,3.6L V6 24V MPFI DOHC,112050
2015 Porsche Panamera Turbo,51685,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,4.8L V8 32V GDI DOHC Twin Turbo,53115
2009 Ford F-350 Harley-Davidson,26027,Four-wheel Drive,Diesel,Manual,Powerstroke 6.4L V-8 diesel direct injection twin turbo diesel,98816
2018 Lexus LC 500 Base,72225,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,15761
2018 FIAT 124 Spider Classica,21262,Rear-wheel Drive,Gasoline,6-Speed Manual,1.4L I4 16V MPFI SOHC Turbo,19219
2023 Chevrolet Tahoe Premier,80925,Four-wheel Drive,Gasoline,,EcoTec3 6.2L V-8 gasoline direct injection variable valve contr,0
2023 Nissan Pathfinder Rock Creek,41440,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,4004
2015 BMW X5 xDrive35i,20850,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,76985
2015 Toyota 4Runner SR5 Premium,24521,Four-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 4.0 L241,146493
2011 Toyota Highlander SE,12998,All-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,171399
2020 Volvo XC90 T6 Momentum 7 Passenger,44299,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,30910
2020 BMW M850 Gran Coupe i xDrive,73998,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,16320
2018 Ford Shelby GT350 Base,59991,Rear-wheel Drive,Gasoline,6-Speed Manual,5.2L V8 32V MPFI DOHC,11203
2023 GMC Sierra 1500 Elevation,61495,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,
2018 Alfa Romeo Giulia Quadrifoglio,50847,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,4410
2024 Subaru Crosstrek Premium,30674,All-wheel Drive,Gasoline,Automatic CVT,NoInfo,0
2022 Chevrolet Corvette Stingray w3LT,85990,Rear-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,7440
2014 Ford Fusion Hybrid S,13838,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,93480
2022 Volkswagen ID.4 Pro S,46905,Rear-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2012 Volkswagen CC Sport,10650,Front-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,86350
2018 BMW X2 xDrive28i,26996,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,39007
2015 Mercedes-Benz S-Class S 550 4MATIC,33593,All-wheel Drive,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,75810
2023 Mazda CX-5 2.5 Turbo,37821,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,78
2022 Ford Transit-350 Base,56680,Rear-wheel Drive,Automatic,Electric Motor,NoInfo,
2023 Jeep Grand Cherokee L Summit,76075,Four-wheel Drive,Gasoline,Automatic,HEMI 5.7L V-8 VVT variable valve control engine with cylinder d,14
2023 Toyota RAV4 Hybrid XSE,48268,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,1
2023 BMW iX xDrive50,85995,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Honda Civic Sport,,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,6
2024 Lexus NX 350h,47260,All-wheel Drive,Gasoline,Automatic CVT,NoInfo,0
2011 Nissan Murano CrossCabriolet Base,9999,All-wheel Drive,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,142820
2015 Jeep Grand Cherokee Limited,19320,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,94645
2018 Audi S4 3.0T Premium Plus,32375,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,59887
2017 Jeep Wrangler Rubicon,38900,Four-wheel Drive,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,64681
2022 Chrysler 300 Touring,33895,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,13676
2019 FIAT 124 Spider Lusso,26209,Rear-wheel Drive,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI SOHC Turbo,15868
2020 Ford Ranger XL,26485,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,69700
2018 Chevrolet Suburban LT,39995,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,62768
2023 BMW X5 M50i,89658,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,2677
2008 Ford F-250 Harley-Davidson,25990,Four-wheel Drive,Diesel,5-Speed Automatic with Overdrive,6.4L V8 32V DDI OHV Twin Turbo Diesel,126986
2024 Subaru Crosstrek Premium,27835,All-wheel Drive,Gasoline,Automatic CVT,NoInfo,0
2022 Toyota 4Runner Limited,50191,Four-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,14699
2017 Ford Flex Limited wEcoBoost,19550,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,87268
2022 Toyota Camry Hybrid XSE,35299,Front-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,9402
2023 Kia Soul S,27610,Front-wheel Drive,Gasoline,IVT,2L I-4 DOHC D-CVVT variable valve control engine with 147HP,12
2023 Ford F-150 Lightning Pro,67369,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Jeep Grand Cherokee L Limited,56825,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,3
2023 Subaru Solterra Premium,45148,All-wheel Drive,,Electric,NoInfo,
2001 Ford Mustang SVT Cobra,19899,Rear-wheel Drive,Gasoline,5-Speed Manual,4.6L V8 32V MPFI DOHC,34982
2019 Chevrolet Tahoe LS,34977,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,40916
2013 Honda Civic EX-L,13578,Front-wheel Drive,Gasoline,Automatic,1.8L I-4 i-VTEC variable valve control engine with 140HP,108849
2017 Audi TTS 2.0T quattro,31250,All-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,74672
2021 Mercedes-Benz GLE 450 AWD 4MATIC,62290,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,45258
2020 BMW X2 sDrive28i,28998,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,18450
2023 Toyota Highlander Hybrid Limited,54657,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,1945
